model_name,cond_id,method,method_kwargs,n,deterministic,mean,sd,ci95_low,ci95_high,ci95_halfwidth,seeds,unit_of_replication,replication_note
mobilenet_v2,noise_eps_1e-01,noise,{'eps': 0.1},5,False,0.001032,0.00011541230437002803,0.000888696696714001,0.001175303303285999,0.00014330330328599902,41497686;2078010939;19709124;1034924086;485925824,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v2,prune_amount_0.01,prune,{'amount': 0.01},5,False,0.11882,0.06823971424324694,0.034089203576447485,0.2035507964235525,0.08473079642355251,1806442545;1006764722;85842254;391530445;1967122305,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v2,prune_amount_0.05,prune,{'amount': 0.05},5,False,0.0012400000000000002,0.00024041630560342613,0.0009414837287510715,0.0015385162712489289,0.00029851627124892867,528018213;654280835;1521955482;1386391686;170449453,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v2,quant_2bit_perchannel,quantization,"{'n_bits': 2, 'per_channel': True}",1,True,0.00112,,,,,501704623,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
mobilenet_v2,quant_4bit_perchannel,quantization,"{'n_bits': 4, 'per_channel': True}",1,True,0.0012,,,,,1695933837,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
mobilenet_v2,quant_8bit_perchannel,quantization,"{'n_bits': 8, 'per_channel': True}",1,True,0.71186,,,,,618472537,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
mobilenet_v3_small,original,original,{},1,True,0.67672,,,,,717622032,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
mobilenet_v3_small,neuperm,neuperm,{},5,False,0.676692,4.6043457732887996e-05,0.6766348294961803,0.6767491705038197,5.717050381974384e-05,1418805135;1136684649;1061116839;1657978036;1118632475,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v3_small,noise_eps_1e-04,noise,{'eps': 0.0001},5,False,0.6764919999999999,0.00012537942414924088,0.6763363208829183,0.6766476791170815,0.0001556791170816323,1504108084;1184188101;1143917449;1879979195;1787190783,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v3_small,noise_eps_1e-03,noise,{'eps': 0.001},5,False,0.6747799999999999,0.0006330876716537697,0.6739939178304009,0.675566082169599,0.0007860821695991329,2089561242;762530302;2134389633;935574083;918508180,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v3_small,noise_eps_1e-02,noise,{'eps': 0.01},5,False,0.5553079999999999,0.026855370412638146,0.5219626534002005,0.5886533465997993,0.033345346599799416,1346558536;1875762838;116566249;1445418498;999606854,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v3_small,noise_eps_1e-01,noise,{'eps': 0.1},5,False,0.0011,8.717797887081346e-05,0.0009917542421999422,0.0012082457578000579,0.00010824575780005772,1800552626;65931081;1335511462;1987762178;1856973487,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v3_small,prune_amount_0.01,prune,{'amount': 0.01},5,False,0.075584,0.06858362545097774,-0.009573818588770613,0.16074181858877062,0.08515781858877061,1492132694;17547725;1327184519;770947688;1018520295,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v3_small,prune_amount_0.05,prune,{'amount': 0.05},5,False,0.001108,0.00025163465580082563,0.0007955543071917183,0.0014204456928082819,0.0003124456928082817,1715189407;2051990636;1635767311;815442066;1275688243,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v3_small,quant_2bit_perchannel,quantization,"{'n_bits': 2, 'per_channel': True}",1,True,0.001,,,,,759757371,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
mobilenet_v3_small,quant_4bit_perchannel,quantization,"{'n_bits': 4, 'per_channel': True}",1,True,0.00094,,,,,319112012,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
mobilenet_v3_small,quant_8bit_perchannel,quantization,"{'n_bits': 8, 'per_channel': True}",1,True,0.65844,,,,,1131012602,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
